legacy_id,link_llamada
60a2bee6-b795-4fc6-ac4b-564dc321faa0,https://fathom.video/share/Ud-YxuyA8HQJSWsxqnaPh6KntNNGagyx
61db3ca9-35e6-44ff-954a-b7c326b19a62,https://fathom.video/share/xgoegCUxgVSnBCWKZMT_m5cDVnsX6Rb6
621602c9-5df7-46e6-8206-4dfd44702260,https://fathom.video/share/7VL8GVNmp5x-sPwGHAs_S2Yz_hXG-24Z
623d06d7-032a-4528-902f-722a770d32f6,https://fathom.video/share/hhob3gtBEA67zaneYoatq_1_YCP7z2X_
63479b69-d109-43ef-a217-a64d8047504b,No hubo
651fd395-0067-4abb-9918-6bbc16cfd301,https://fathom.video/share/CyatAWPDQKcSNt5yPzm_T1NFm6ko7Ykd
65606986-c59d-4c70-b926-610aac352dc8,https://fathom.video/share/4VAL3wJKECFq32X1HK5Mz7td7MyENJsG
6609f075-eebd-432d-918f-c7b9b0e47398,https://fathom.video/share/5hQd_HCPxX8zcdSfQacs_2tQZ5rxgLMG
6709333a-6f06-4e55-950d-aec8eafcacf4,https://fathom.video/share/ih81pu8MdAsg5twTBo5y6m4w8iXcPM-A
672b10b4-05e8-41db-94bc-e4048a9714a3,https://fathom.video/share/Sj_P7YorjFDKa5FMekxhGDrzPC9b_25z
67427c9c-c3b0-4ad9-a60b-ba482ae1bbca,No hubo
67bf07e7-f842-4078-bd17-f8e6bbb99976,https://fathom.video/share/Co-gDz3xSpMGCnZ6s_bcYwzXvqXCX5Ri
67f3bce5-071f-45fc-a6ee-77a435b26ff7,https://fathom.video/share/3r5vBLCApS14Jw9r5Ztg6gz5nYedG4kg
68bcf65c-c1b1-47c1-a005-aa6adb3495cd,https://fathom.video/share/cv7aMEgGPHVzZCHzg3hy38xb9Rwy8jMh
6923b8b4-67ca-4dcd-a9af-c58d2707b5f7,https://fathom.video/share/ydVAME9ynWH9cQXFB5HwyGhmq9ue5Z4B
6a45f5da-54df-4ae4-8433-25e327fdc80b,https://fathom.video/share/h2E8K17My-MsAmx9FJYfyc_jynt_R-E9
6aef6d12-5c77-491b-9cbf-cab3c06ebcbf,https://fathom.video/share/MyC-6DEzf58knDfqaWrkWNwyzyr2o88S
6d86a41f-9a39-49e9-826e-0bb60acdcc02,https://fathom.video/share/fXhh63uD9SX-LHMk6wGM72oDaGYzAURD
6e3e318a-cdf7-4f85-9df3-3ed81bfc9355,https://fathom.video/share/bRGLZnbVdS8Pmzub4TR3xPk8V3KLrCuz
6e89f5ea-75c2-499a-9edd-497e496b7d28,https://fathom.video/share/pn_zK_cunT3cEvrFx63zrpDnzRhj9MGy
6f3fb541-8386-42bd-a25e-4ade954e6ea1,https://fathom.video/share/aDaRLBcFgkyQQAdtNzNq3heUGbT4S1zD
6fab16ca-2003-4cf4-9b2c-3c8181dd5166,https://fathom.video/share/FJ_1Pf1zbLwiNi-xgB4otwAgoLVtm2CG
71fd3e72-6ab9-4c5f-adc3-79235aed6da0,https://fathom.video/share/zAUrokx_jNWz9PgYcsZmx-bG55g7zzqy
72739134-0e76-4ae4-afd5-daf6921a1e14,no hubo call.
